address,area_identity,category,place,pub_deletion,pub_identity,pub_latitude,pub_longitude,pub_name,rank,station_identity
"90 Wallis Rd, London E9 5LN, UK",bfd8e41d-0402-4aa5-9bdb-4382e3ec894e,bar,ChIJ41jhLm0ddkgRl1xKQd1j3pY,False,64a3a706-c4b2-4a1c-81fe-278ddc1fb014,51.54440010792034,-0.022745132446289,Number 90 - Bar & Restaurant,0.0,a0923153-0281-4929-ad5e-5f65c28f1437
"Mint Lounge, 406a Hoe St, London E17 9AA, UK",243b75de-2b66-48a4-a302-4d8800692296,bar,ChIJa9nVRpMddkgRao7erNSt77Q,False,f7f4c32c-c57b-4e00-a47c-3090616cd866,51.57717621801565,-0.016329288482666,Mint Lounge,0.0,4cb5aabd-df77-44d4-9f6a-e0452b6f00fa
"9 Orford Rd, London E17 9LP, UK",be3be431-d8c0-4327-83e7-4718f2d97d97,bar,ChIJ6VEr-_EddkgRrOJ9YVG8gNk,False,284bc813-b322-4dfc-9476-0a96d7bf5b53,51.58410993225476,-0.0112652778625488,The Nags Head,0.0,4cb5aabd-df77-44d4-9f6a-e0452b6f00fa
"391 High Rd. Leyton, London E10 5NA, UK",243b75de-2b66-48a4-a302-4d8800692296,bar,ChIJZSmXQoMddkgR8-RedYZfGI8,False,94788b05-bb7f-4428-9b59-93e2d3ce7183,51.56153147369988,-0.0105786323547363,The Coach & Horses,0.0,a8cd320a-74ce-4625-82eb-d0bfe6807e25
"148 Major Rd, London E15 1DY, UK",3738367d-e50c-45bb-b380-6a2c3b13572a,bar,ChIJ37ZnSXwddkgRU0He6V7VS0A,False,93c74508-cfb4-4b02-ae5d-10bb3cf304f1,51.55033811087074,-0.0029182434082031,Leyton House Working Mens Club & Institute,0.0,ab586c26-a254-4028-8ac3-5832e1be45e1
"12-14 Broadway, London E15 4QS, UK",3738367d-e50c-45bb-b380-6a2c3b13572a,bar,ChIJeYdTMDGn2EcR5Vizo1CyA04,False,c00317f7-3f5a-4b01-9f11-4833c28b0d2a,51.54026306360417,0.0001931190490722,The Abbey Tap,0.0,daa34e82-d791-4951-9210-9808f4a9344d
"17 Carpenters Rd, London E15 2JH, UK",3738367d-e50c-45bb-b380-6a2c3b13572a,bar,ChIJjfsAL2cddkgRgNWdCusOW0Q,False,105f372b-0c99-4eaf-8490-6355c87414b7,51.53823443993938,-0.0064373016357421,The Carpenter's Arms,0.0,daa34e82-d791-4951-9210-9808f4a9344d
"104 Empson St, London E3 3LT, UK",bfd8e41d-0402-4aa5-9bdb-4382e3ec894e,bar,ChIJxeRRWk4ddkgRxfYSvoxieq8,False,a3c8cf5f-432c-4e96-8403-ee8fe78949a1,51.52228257089722,-0.014204978942871,The Beehive,0.0,019bb2f5-00ab-45d5-b656-5f391f1063fb
"2 Devas St, London E3 3LL, UK",bfd8e41d-0402-4aa5-9bdb-4382e3ec894e,bar,ChIJkw7fMVAddkgRWnqvygW9dtQ,False,a39b6beb-b087-40ec-878b-9697d602e4e8,51.52337735475173,-0.010986328125,Galvanisers Union,0.0,e8653730-2d95-4247-a9d3-6fd1c71c780f
"171 Devons Rd, Bow, London E3 3QX, UK",bfd8e41d-0402-4aa5-9bdb-4382e3ec894e,bar,ChIJBd2HMkoddkgRzoWLCiVVXTM,False,e22e61f5-0e2f-4323-b826-1a389d26087b,51.51958555204943,-0.0207281112670898,The Angel of Bow,0.0,019bb2f5-00ab-45d5-b656-5f391f1063fb
"17 Barnes St, London E14 7NW, UK",95a37f36-5b87-4eb8-b1d8-2aba80c64d7a,bar,ChIJ29iUa9MCdkgR-zfe-XH3JpI,False,0b077dca-28af-4973-88c4-39ffe0b4f2cf,51.51355006001528,-0.0398898124694824,The Old Ship,0.0,4021ace9-c476-4660-9b17-4e6782f98b13
"78-80 Wapping Ln, London E1W 2RT, UK",1c66e2c9-d99f-479f-8fcd-95a55d380678,restaurant,ChIJL2M3DEQDdkgRKqtskTW8fL0,False,627185f0-212d-43d6-ad3c-8d0f1a5e6108,51.50469566790063,-0.0575923919677734,Wapping Tavern,0.0,10ff0f00-2b51-4f14-ad3e-09939c8cf71e
"108 Wapping High St, London E1W 2NE, UK",1c66e2c9-d99f-479f-8fcd-95a55d380678,bar,ChIJhe4pwDoDdkgRAU2tFrCp0fU,False,dd064338-54da-4ff0-a621-4d49728f8236,51.50341344134999,-0.0580215454101562,The Captain Kidd,0.0,10ff0f00-2b51-4f14-ad3e-09939c8cf71e
"14 Watts St, London E1W 2QG, UK",1c66e2c9-d99f-479f-8fcd-95a55d380678,bar,ChIJe_pPGjADdkgRIEqt7g-LTpE,False,c0bcde91-19f3-4668-a350-21136331e28d,51.50535012379481,-0.0594162940979003,Turner's Old Star,0.0,10ff0f00-2b51-4f14-ad3e-09939c8cf71e
"62 Wapping High St, London E1W 2PN, UK",1c66e2c9-d99f-479f-8fcd-95a55d380678,bar,ChIJ7QtQYToDdkgRVUNbGjYt2LU,False,afd355ac-6e0e-4a67-8e2d-18769b909abb,51.50346686817661,-0.0619268417358398,Town of Ramsgate,0.0,10ff0f00-2b51-4f14-ad3e-09939c8cf71e
"163 Rotherhithe St, London SE16 5QU, UK",95a37f36-5b87-4eb8-b1d8-2aba80c64d7a,bar,ChIJhwNp3icDdkgRZ0eKNc_cQP0,False,039eff8c-6227-49b2-be8a-36126274addf,51.50461552979823,-0.047614574432373,Salt Quay Rotherhithe,0.0,28bd21f4-5a9c-42e5-8103-04e9769f7709
"39-47 Saint Marychurch St, London SE16 4JE, UK",1c66e2c9-d99f-479f-8fcd-95a55d380678,restaurant,ChIJP2aSFSQDdkgRPnI3Uh0gy2I,False,e5a2d84a-ce35-4087-9faa-ab8ebf3549f0,51.50056837235556,-0.0550174713134765,The Ship Rotherhithe,0.0,28bd21f4-5a9c-42e5-8103-04e9769f7709
"101 Bermondsey Wall E, London SE16 4NB, UK",1c66e2c9-d99f-479f-8fcd-95a55d380678,bar,ChIJu6FqNjsDdkgRS8MOuaNPjD0,False,43e5dbec-ad39-4c6c-95bd-68967a88d04a,51.50066187509827,-0.059051513671875,The Angel,0.0,10ff0f00-2b51-4f14-ad3e-09939c8cf71e
"94 Bermondsey Wall E, London SE16 4TY, UK",3765283d-ade4-45d8-b3fa-2121fc7776ad,bar,ChIJVYnj4zsDdkgRwZU7l1KpfJ8,False,31578bef-e1d2-4852-a548-beda55ab792c,51.50022107477452,-0.0642013549804687,The Old Justice,0.0,2a815311-c162-4c4a-94bf-e5a3e1638564
"72 St James's Rd, London SE16 4QZ, UK",3765283d-ade4-45d8-b3fa-2121fc7776ad,bar,ChIJh1tJXp8DdkgR0tQVzkc856k,False,f8912654-fd42-472b-ab2c-efdf4522b44f,51.49545214417801,-0.0658535957336425,St James of Bermondsey,0.0,2a815311-c162-4c4a-94bf-e5a3e1638564
"418 Southwark Park Rd., London SE16 2ET, UK",3765283d-ade4-45d8-b3fa-2121fc7776ad,bar,ChIJj9kSTD0DdkgRgdDF7jDzbxI,False,030c2476-0498-4cdf-8368-5a55a1e8f902,51.4949578567272,-0.0588798522949218,The Stanley Arms,0.0,2a815311-c162-4c4a-94bf-e5a3e1638564
"80 Druid St, London SE1 2HQ, UK",973e12de-e093-438f-8878-6337a0555ee8,bar,ChIJE7M8sUYDdkgRVzvkzA_afC8,False,569209fe-7b87-4d11-8d24-3525d6b8e560,51.4996867656358,-0.075230598449707,London Beer Factory - Barrel Project,0.0,43b81dfd-68c0-440d-88f7-99847590bee5
"61 Royal Mint St, London E1 8LG, UK",1c66e2c9-d99f-479f-8fcd-95a55d380678,bar,ChIJU2RB6TUDdkgRdMFTLtY_DYU,False,55160e29-789d-4ec1-ae2c-07ae7dd30194,51.51071897849311,-0.0690937042236328,Simmons Bar | Tower Bridge,0.0,43b81dfd-68c0-440d-88f7-99847590bee5
"1 Angel Ln, London EC4R 3AB, UK",71f589fb-f617-48b9-b779-dc1e8d73b1fe,bar,ChIJfWsYnlYDdkgR1GxOG9B7Eqg,False,35562c4e-3c2f-4a4f-add6-e8c7f407bcf9,51.5091030464928,-0.0897145271301269,The Oyster Shed,0.0,e152f0fa-98f7-45d8-a9f9-e0ada5d954a3
"75 Borough High St, London SE1 1NH, UK",75808b33-a6d6-4e79-bc63-cce0831d36a9,bar,ChIJo15e1lkDdkgR-X84Yf2cA0s,False,753df00b-babe-4873-a8f2-8f4cd8e02749,51.5042549065934,-0.0901007652282714,George,0.0,f5b94c64-beb5-4295-95a1-34fc1f5b5a8d
"60 Druid St, London SE1 2EZ, UK",973e12de-e093-438f-8878-6337a0555ee8,bar,ChIJScAqkHMFdkgRUzas6dSHSxM,False,c0120f51-ab4c-476d-bd91-4d5f246e9074,51.50024779006702,-0.0763249397277832,The Doodle Bar,0.0,343f4043-6347-442f-98da-81f575c30b12
"44 Kipling St, Kipling Estate, London SE1 3RU, UK",75808b33-a6d6-4e79-bc63-cce0831d36a9,bar,ChIJ72L3z1sDdkgR2AYCjHUcNik,False,d4ea95cf-e3b8-488f-b3c5-160b4cd5d974,51.50120953016752,-0.0872039794921875,The Britannia - SMOK'D,0.0,f5b94c64-beb5-4295-95a1-34fc1f5b5a8d
"111 Long Ln, London SE1 4PH, UK",75808b33-a6d6-4e79-bc63-cce0831d36a9,bar,ChIJWRzJ4VsDdkgRMHSiUrObgpM,False,c898bd8c-d5b4-4bb5-819b-d80378ecbd70,51.50039472389585,-0.0879979133605957,The Old School Yard,0.0,f5b94c64-beb5-4295-95a1-34fc1f5b5a8d
"44 Tabard St, London SE1 4JU, UK",75808b33-a6d6-4e79-bc63-cce0831d36a9,bar,ChIJi37021gDdkgRWgiRo3MKIXk,False,24f5f284-5c7b-41cf-bcec-56e7db601464,51.50011421344789,-0.0914311408996582,The Royal Oak,0.0,57e01997-ee1b-4f2b-91fa-d0797ed221d2
"50 Great Dover St, London SE1 4YG, UK",75808b33-a6d6-4e79-bc63-cce0831d36a9,bar,ChIJD1Gn3l4DdkgRegPqeV0DghE,False,915508e0-ea3d-4082-9142-7b178298dded,51.49813723371005,-0.0906586647033691,The Roebuck,0.0,57e01997-ee1b-4f2b-91fa-d0797ed221d2
"102a Tower Bridge Rd, London SE1 4TP, UK",75808b33-a6d6-4e79-bc63-cce0831d36a9,bar,ChIJ3ZR2KEMDdkgREHNMOmkhWos,False,d324bef0-4d75-438b-8a2a-9be977c67942,51.49674795340167,-0.0814104080200195,Bermondsey Arts Club,0.0,f5b94c64-beb5-4295-95a1-34fc1f5b5a8d
"Bridge Station, London SE1 9SP, UK",75808b33-a6d6-4e79-bc63-cce0831d36a9,bar,ChIJh0eRCZoFdkgRZGUsmEj8NSA,False,4d03fd58-b12d-4800-a087-dfbf347e2625,51.50495611576003,-0.086216926574707,Redwood Sports Pub & Kitchen,0.0,f5b94c64-beb5-4295-95a1-34fc1f5b5a8d
"112-116 Tooley St, London SE1 2TH, UK",75808b33-a6d6-4e79-bc63-cce0831d36a9,bar,ChIJh9MNaLkDdkgRDgvKgkf7EFU,False,4910bad5-cc2a-488c-a645-fb92c3273982,51.50422151541156,-0.0822794437408447,Flat Iron London Bridge,0.0,f5b94c64-beb5-4295-95a1-34fc1f5b5a8d
"88 Tooley St, London SE1 2TF, UK",75808b33-a6d6-4e79-bc63-cce0831d36a9,bar,ChIJIWchC1ADdkgR3EDRj1RG2_w,False,cb9c11de-61f1-4583-a8eb-4b7a9d89f912,51.504618868888656,-0.0835400819778442,The Shipwrights Arms,0.0,f5b94c64-beb5-4295-95a1-34fc1f5b5a8d
"10 Bermondsey St, London SE1 2ER, UK",75808b33-a6d6-4e79-bc63-cce0831d36a9,bar,ChIJbZiUoxsDdkgRG3fO4CTaBvA,False,49e0632f-b944-4e35-a03d-b97b132e9b0f,51.50401782867241,-0.0833040475845336,Electric Shuffle London Bridge,0.0,f5b94c64-beb5-4295-95a1-34fc1f5b5a8d
"8 Holyrood St, London SE1 2EL, UK",75808b33-a6d6-4e79-bc63-cce0831d36a9,bar,ChIJ9eFJS0UDdkgRCBXBkYpfijM,False,0070a010-95c5-494b-878f-47bcae4be933,51.50341344134999,-0.0820487737655639,Nine Lives,0.0,f5b94c64-beb5-4295-95a1-34fc1f5b5a8d
"123 Snowsfields, London SE1 3ST, UK",75808b33-a6d6-4e79-bc63-cce0831d36a9,bar,ChIJvZZxUVoDdkgRVYj8Op3GU3c,False,be8eb9ff-1018-4efd-8d78-984e50ed2365,51.50221799972367,-0.0855302810668945,The Rose,0.0,f5b94c64-beb5-4295-95a1-34fc1f5b5a8d
"50 Bermondsey St, London SE1 3UD, UK",75808b33-a6d6-4e79-bc63-cce0831d36a9,bar,ChIJ7_gJKlsDdkgRO3DY0JtpSno,False,dc337edd-d2e4-4886-89e7-a34ab1892ab9,51.501950857643216,-0.0824832916259765,Tanner & Co.,0.0,f5b94c64-beb5-4295-95a1-34fc1f5b5a8d
"21 Druid St, London SE1 2HH, UK",973e12de-e093-438f-8878-6337a0555ee8,bar,ChIJLd5KKUEDdkgRYGL7iTjGU-c,False,6837ba08-86b6-425e-9056-45c7ae80b59c,51.49908566036719,-0.0737178325653076,Marquis of Wellington Bermondsey,0.0,2a815311-c162-4c4a-94bf-e5a3e1638564
"350 Old Kent Rd, London SE1 5AA, UK",973e12de-e093-438f-8878-6337a0555ee8,bar,ChIJG_nktywDdkgRe4j8jlLrfd8,False,62d723d6-d338-406e-a1fa-cca2747ba338,51.48716878198833,-0.0755953788757324,Shisha Lounge Old Kent Road,0.0,2cd82c2c-4c51-4bef-9dca-7d205aadf6ce
"70-72 Verney Rd, London SE16 3DH, UK",3765283d-ade4-45d8-b3fa-2121fc7776ad,other,ChIJ8yI0eRADdkgRxKmnfPDZ9Ak,False,ee6111f6-779e-4e3a-b6f8-bbf26d0d53c2,51.485739081710975,-0.0590944290161132,Small Beer Brew Co.,0.0,2cd82c2c-4c51-4bef-9dca-7d205aadf6ce
"25, Bermondsey Trading Estate, Rotherhithe New Rd, London SE16 3LL, UK",3765283d-ade4-45d8-b3fa-2121fc7776ad,bar,ChIJkT9HehkDdkgRuzd-9AX_Szs,False,882c968d-b5a1-4877-8e4f-4845ffb59ee7,51.48889237973116,-0.0536227226257324,Fourpure Brewing Co.,0.0,2cd82c2c-4c51-4bef-9dca-7d205aadf6ce
"Greenland Dock, 6 Russell Pl, London SE16 7PL, UK",95a37f36-5b87-4eb8-b1d8-2aba80c64d7a,bar,ChIJAeHeu90CdkgRiEamlFTwxW0,False,3c5d3d3d-05d0-415e-8b19-9229f77932b1,51.49546550322391,-0.0395894050598144,"The Moby Dick, Greenland Dock",0.0,c300191a-b7ff-4448-8ec4-6437bdacb405
"2 Gulliver St, London SE16 7LT, UK",95a37f36-5b87-4eb8-b1d8-2aba80c64d7a,bar,ChIJ0RVpK8MCdkgR-TJLWHRlRQo,False,cd2b49a2-048e-4ce7-abeb-df570f2320ec,51.4968681812559,-0.0342679023742675,The Ship & Whale,0.0,c300191a-b7ff-4448-8ec4-6437bdacb405
"257 Rotherhithe St, London SE16 5EJ, UK",95a37f36-5b87-4eb8-b1d8-2aba80c64d7a,bar,ChIJ-Zu-9c8CdkgR9MCdIDUEv6Q,False,6f052687-67ef-4ad9-8c6d-fe45670e166f,51.50516313735562,-0.0340104103088378,The Blacksmiths Arms,0.0,36d0e3a3-d2bf-4081-a486-5e8bf82f4ab7
"76 Narrow St, London E14 8BP, UK",95a37f36-5b87-4eb8-b1d8-2aba80c64d7a,restaurant,ChIJ05WkE84CdkgRH6RzB264YGE,False,5c79ee71-6991-4aee-8e50-904de5486a4b,51.50891607545451,-0.0339460372924804,The Grapes,0.0,36d0e3a3-d2bf-4081-a486-5e8bf82f4ab7
"805A Commercial Rd, London E14 7HG, UK",bfd8e41d-0402-4aa5-9bdb-4382e3ec894e,bar,ChIJY5HCgcsCdkgRvpXb9Jx9lPw,False,da4e463a-461e-4c5a-acbe-6d72ecac2119,51.51228143674928,-0.0287318229675292,The Star of the East,0.0,36d0e3a3-d2bf-4081-a486-5e8bf82f4ab7
"213-223 Mile End Rd, Bethnal Green, London E1 4AA, UK",031970b0-c0f6-450a-8515-4129c30f3302,bar,ChIJ2bYGyCkddkgR-DrrIs-nii8,False,5f811181-8213-427d-ae8a-8da9bc3beb48,51.52218911251961,-0.0454258918762207,The Half Moon - JD Wetherspoon,0.0,1016c083-b4f5-46c7-8f4b-ccde697fe273
"Unit GF1, Bow Wharf, 221 Grove Rd., Old Ford, London E3 5SN, UK",031970b0-c0f6-450a-8515-4129c30f3302,bar,ChIJka4BYCEddkgRP_mk5T0AKxU,False,2697bc03-5d16-4a51-a27f-66ff6a87b344,51.53201454328688,-0.0417780876159668,East London Liquor Company,0.0,54fe26e3-fea8-457d-89e4-bc9be6c26a42
"47 Approach Rd, Bethnal Green, London E2 9LY, UK",031970b0-c0f6-450a-8515-4129c30f3302,bar,ChIJAaJot94cdkgRDAw6oL0hjYI,False,0f955e0b-e77a-4a59-8c8d-3297abca1313,51.531333773383885,-0.051734447479248,The Approach Tavern,0.0,54fe26e3-fea8-457d-89e4-bc9be6c26a42
"94 Goldsmiths Row, London E2 8QY, UK",031970b0-c0f6-450a-8515-4129c30f3302,bar,ChIJrfUrf8EcdkgRAJ8aw-Hc8LI,False,6b057b63-eb50-45f9-92cf-e8be7e1a1933,51.53369640175498,-0.0644588470458984,The Virgin Queen,0.0,54fe26e3-fea8-457d-89e4-bc9be6c26a42
"61 Mare St, London E8 4RG, UK",16240ef3-d2e9-4d02-bd79-fabaf2147ff3,bar,ChIJPR2MXfAcdkgR2xaMsu5rJYs,False,c5750a08-a2e0-4957-9628-b7425700ea90,51.53635254372002,-0.0573348999023437,The Five Points Brewery & Taproom,0.0,54fe26e3-fea8-457d-89e4-bc9be6c26a42
"76 Broadway Market, London E8 4RA, UK",16240ef3-d2e9-4d02-bd79-fabaf2147ff3,bar,ChIJyZP0SOgcdkgRYTB9zS1w46E,False,d015539a-55fe-480f-b96d-156382cf87b5,51.5375003762023,-0.0609827041625976,The Cat & Mutton,0.0,cc6e0333-78d2-454e-8928-cc3f843da984
"Martello Hall, 137 Mare St, London E8 3RH, UK",16240ef3-d2e9-4d02-bd79-fabaf2147ff3,bar,ChIJ72_NROYcdkgRwvQ0hISRp0Q,False,6ac5780f-598c-48e6-9684-b2504c81312f,51.53866152612016,-0.0571632385253906,Martello Hall,0.0,cc6e0333-78d2-454e-8928-cc3f843da984
"84 Victoria Park Rd, London E9 7JL, UK",031970b0-c0f6-450a-8515-4129c30f3302,bar,ChIJZbNTaOAcdkgRoL9QHkQX-k8,False,08d5404b-ae5c-4e66-b7d3-b3b50958895e,51.53726013458968,-0.048987865447998,The Hemingway,0.0,cc6e0333-78d2-454e-8928-cc3f843da984
"Victoria Park Village, 111 Lauriston Rd, London E9 7DA, UK",031970b0-c0f6-450a-8515-4129c30f3302,bar,ChIJTSB4nx8ddkgRnL4-9OThZn8,False,144c41db-e6f0-4b3f-b6d1-5b6b5b2e5fcb,51.53677964756013,-0.0432586669921875,Royal Inn on the Park,0.0,6f9943a0-e2b0-47f8-9e42-b1577d54cc22
"103 Wick Rd, London E9 5AE, UK",16240ef3-d2e9-4d02-bd79-fabaf2147ff3,bar,ChIJkSiMoRwddkgRePS2A-TL340,False,2e161f42-7d5a-4ff5-80c9-daa6f53f61c8,51.54534757158743,-0.0414562225341796,The Eagle,0.0,6f9943a0-e2b0-47f8-9e42-b1577d54cc22
"38 Kenton Rd, London E9 5BA, UK",16240ef3-d2e9-4d02-bd79-fabaf2147ff3,restaurant,ChIJR_HxBh0ddkgRJCAKuFyGKag,False,f6d03468-da16-4961-b622-f907e1958ded,51.54411986840725,-0.0444388389587402,The Kenton Pub,0.0,6f9943a0-e2b0-47f8-9e42-b1577d54cc22
"235 Well St, London E9 6FE, UK",16240ef3-d2e9-4d02-bd79-fabaf2147ff3,bar,ChIJWfvGgeIcdkgRDKdIzz1uzvI,False,dabc295c-96f2-44fc-afe0-7b30338e8714,51.54419993701567,-0.0470995903015136,The Gun,0.0,6f9943a0-e2b0-47f8-9e42-b1577d54cc22
"57 Elderfield Rd, Lower Clapton, London E5 0LF, UK",ad43afd8-c0fb-4f48-a782-4d62270ca145,bar,ChIJd_FJ3wEddkgR6YL3yqy0OJA,False,3058f233-ea9e-4eb7-98cb-68dda69d344d,51.55347359749472,-0.0469923019409179,The Elderfield,0.0,1a603278-e551-40dd-8188-70a81cc26f73
"68 Greenwood Rd, London E8 1AB, UK",16240ef3-d2e9-4d02-bd79-fabaf2147ff3,bar,ChIJ3YqJa_cGdkgRU9mM7wHr9CM,False,99261dfa-fd36-4e85-b640-86efcd35aa8a,51.545400949235145,-0.0631928443908691,The Spurstowe Arms,0.0,324ae823-eecc-45ad-94c1-15915c736bc1
"99 Dalston Ln, London E8 1NH, UK",4670ba4f-8ece-457e-ac1d-b7ab9c8bc4eb,bar,ChIJUUSU7vIcdkgRvyWixUFgifc,False,b05dbaeb-9042-4ace-b990-4c50f72a3cfc,51.54829659278245,-0.0686001777648925,"The Three Compasses, Dalston",0.0,2a829aac-cd42-4f92-bb27-7417ea56f4fd
"92 Mildmay Park, London N1 4PR, UK",4ba994d3-be0f-4955-9926-d41d5b751170,bar,ChIJGTzwyIUcdkgR4sJtCCHloI8,False,9f9c3c5e-8bc4-4f8a-adc1-1465edc723d1,51.55071171210745,-0.0845861434936523,Lady Mildmay,0.0,2a829aac-cd42-4f92-bb27-7417ea56f4fd
"194 Southgate Rd, London N1 3HT, UK",4670ba4f-8ece-457e-ac1d-b7ab9c8bc4eb,bar,ChIJD6rxt5ocdkgRhKmX1kf8Ndg,False,38e32595-06fa-4386-831e-d68ce67c21e2,51.5459347222684,-0.083470344543457,The Hunter S,0.0,e0366379-9029-4bea-a5f1-80cd6e62f722
"75 Grosvenor Ave, London N5 2NN, UK",4670ba4f-8ece-457e-ac1d-b7ab9c8bc4eb,bar,ChIJV_3zVYIcdkgR_t5rWRWaBKc,False,9f7d5055-61c1-41ab-be5a-3c8740825f72,51.54917725887967,-0.0913667678833007,The Snooty Fox,0.0,770c23f0-1fb7-4255-8c05-6ded743f4d6d
"83 St Paul's Rd, Greater, London N1 2LY, UK",7b9db47d-0a1c-429c-9608-711ed711e845,bar,ChIJPwdKtXwbdkgREdWbnslzsvM,False,7a07787b-e8a8-45ac-9b8b-700328ccd167,51.54657524164284,-0.0985121726989746,The Alwyne Castle,0.0,6339de91-7b07-4cc2-960f-3e12bb216599
"21 Canonbury Pl, London N1 2NS, UK",7b9db47d-0a1c-429c-9608-711ed711e845,bar,ChIJh2uTGmMbdkgRvRsyJqqTnbQ,False,54de95e5-16b1-48a3-b00b-7f53c85a0745,51.54468034570752,-0.0975894927978515,The Canonbury Tavern,0.0,d64263fb-509a-4339-a6d2-3a86b865c4a8
"32 Canonbury St, London N1 2TB, UK",7b9db47d-0a1c-429c-9608-711ed711e845,bar,ChIJI8t7aGIbdkgRMK9poiloszE,False,152d53a2-07ed-4b5b-8cc4-ef9ab45c57e3,51.54318572423199,-0.0953364372253418,The Marquess Tavern,0.0,d64263fb-509a-4339-a6d2-3a86b865c4a8
"44 Barnsbury St, London N1 1ER, UK",7b9db47d-0a1c-429c-9608-711ed711e845,bar,ChIJfeov2mgbdkgRlsuCvg281hU,False,542030c6-7749-45ca-8705-44a741296f1e,51.54051663520433,-0.1084685325622558,The Drapers Arms,0.0,999d4e8b-7f82-4c3e-8a3d-04b1ca3aad65
"Tileyard Rd, London N7 9AH, UK",7b9db47d-0a1c-429c-9608-711ed711e845,bar,ChIJ_7_8O2AbdkgRXkIw5DWotNM,False,038b9ae5-c670-4797-ae52-571c8eea95f1,51.543372554601206,-0.1227378845214843,Two Tribes Brewery & Campfire Taproom,0.0,999d4e8b-7f82-4c3e-8a3d-04b1ca3aad65
"77 Castle Rd, London NW1 8SU, UK",8576a0cd-0b4d-4a85-ba3c-122360e7d5f8,bar,ChIJF7L4QuMadkgRbyhbFEdbuDI,False,059d6c74-dbe3-4b7b-96cf-baa93595976c,51.54529419387709,-0.1460838317871093,Tapping The Admiral,0.0,02ea40d4-6982-4eba-b00f-8ac7ecc1c71d
"51 Leverton St, London NW5 2NX, UK",8576a0cd-0b4d-4a85-ba3c-122360e7d5f8,bar,ChIJc3lKlQEbdkgRDYkQxwDv2Yg,False,376cd451-32f0-4895-8f0e-ce61fb413b6d,51.55299328164666,-0.1396465301513672,The Pineapple,0.0,beac557c-22e4-4123-a821-bce558d0ca32
"79 Highgate Rd, London NW5 1TL, UK",8576a0cd-0b4d-4a85-ba3c-122360e7d5f8,bar,ChIJ2WD8ASEbdkgRjzFqY-aT8QE,False,f739b77a-f490-46b9-8809-10b986844d8f,51.554247429026574,-0.1445388793945312,Never For Ever,0.0,986e2b35-d6bf-486e-b2e4-d9ba2ccf4398
"139 Highgate Rd, London NW5 1LE, UK",8576a0cd-0b4d-4a85-ba3c-122360e7d5f8,bar,ChIJPeNzRv8adkgRWjmw1rC8lgI,False,ecb72215-6284-4876-8d89-b5ba30789ab2,51.55607522020041,-0.1461267471313476,Southampton Arms,0.0,986e2b35-d6bf-486e-b2e4-d9ba2ccf4398
"The Vine, 86 Highgate Rd, London NW5 1PB, UK",8576a0cd-0b4d-4a85-ba3c-122360e7d5f8,bar,ChIJw3ImDv8adkgR86MlvNeOFsI,False,7fee2378-ec80-4632-8309-b6dd60094fd8,51.55480778157302,-0.1443457603454589,The Vine,0.0,986e2b35-d6bf-486e-b2e4-d9ba2ccf4398
"101 Fortess Rd, London NW5 1AG, UK",8576a0cd-0b4d-4a85-ba3c-122360e7d5f8,bar,ChIJ79Q-OAAbdkgR3lSoWKRXHaE,False,a869327b-e950-498e-8e26-2fd0a9bfcf5e,51.55510129681859,-0.139925479888916,The Junction Tavern,0.0,bb724faf-b6d7-49b4-b32f-6536af2ee081
"162 Tufnell Pk Rd, London N7 0EE, UK",8576a0cd-0b4d-4a85-ba3c-122360e7d5f8,bar,ChIJO7EWLagbdkgRJ6yvobF7BvY,False,1ba25292-f62c-49c1-8d27-f6f237d469a0,51.55755607743525,-0.1322007179260254,Tufnell Park Tavern,0.0,bb724faf-b6d7-49b4-b32f-6536af2ee081
"35 York Rise, London NW5 1SP, UK",8576a0cd-0b4d-4a85-ba3c-122360e7d5f8,bar,ChIJx96zDVUadkgR9YctMGZu6Xs,False,7edc3e66-7f68-4a09-a085-5bf2b778831c,51.558516607699104,-0.1436376571655273,Dartmouth Arms,0.0,bb724faf-b6d7-49b4-b32f-6536af2ee081
"33 Dartmouth Park Hill, London NW5 1HU, UK",8576a0cd-0b4d-4a85-ba3c-122360e7d5f8,bar,ChIJY7yE2KobdkgRm8ePGmZEJvI,False,060e9c82-2b9f-4547-bd1e-eb313934bc6b,51.55942375654377,-0.1405048370361328,Lord Palmerston,0.0,bb724faf-b6d7-49b4-b32f-6536af2ee081
"86 Junction Rd, Archway, London N19 5QZ, UK",8576a0cd-0b4d-4a85-ba3c-122360e7d5f8,restaurant,ChIJoVSRCawbdkgREqXMbZlMICg,False,20a2785f-94a0-474f-ac6b-284bd9366bf7,51.56247858061033,-0.1364493370056152,Oak & Pastor,0.0,bfbdaa07-1bb4-462e-9e95-e5bf7df2dfde
"91 Junction Rd, Archway, London N19 5QU, UK",8576a0cd-0b4d-4a85-ba3c-122360e7d5f8,bar,ChIJpRlAG6wbdkgRMH6iTMBgshY,False,c850db37-4d0b-41de-8e41-eb3f812a2e4b,51.56302549251787,-0.1357412338256836,St John's Tavern,0.0,bfbdaa07-1bb4-462e-9e95-e5bf7df2dfde
